"商品
上架日","銷售
與否(有日期代表停售)","保險
公司",險種名稱,"險種
代號","保險
年齡","
年期",幣別,"保費
級距",繳費類型,商品類別,"佣金
第1年","佣金
第2年","佣金
第3年","佣金
第4年","佣金
第5年","佣金
第6年","佣金
第7年","佣金
第8年","佣金
第9年","佣金
第10年","服務
津貼
第2年","服務
津貼
第3年","服務
津貼
第4年","服務
津貼
第5年","服務
津貼
第6年","服務
津貼
第7年","服務
津貼
第8年","服務
津貼
第9年","服務
津貼
第10年",PR13,PR25,年終
2024/7/1改版,銷售中,新光,珍愛御守終身防癌健康保險附約,J2A15,,15,,,,附約,60.00%,3.00%,2.00%,2.00%,2.00%,2.00%,1.00%,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,2.00%,2.00%,2%~15,Y,Y,Y
2024/7/1改版,銷售中,新光,珍愛御守終身防癌健康保險附約,J2A20,,20,,,,附約,70.00%,5.00%,3.00%,3.00%,3.00%,3.00%,1.00%,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,2.00%,2.00%,2%~20,Y,Y,Y
2024/7/1改版,銷售中,新光,珍愛御守終身防癌健康保險附約,J2A25,,25,,,,附約,70.00%,5.00%,3.00%,3.00%,3.00%,3.00%,1.00%,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,2.00%,2.00%,2%~25,Y,Y,Y
2024/7/1改版,銷售中,新光,珍愛御守終身防癌健康保險附約,J2A30,,30,,,,附約,70.00%,5.00%,3.00%,3.00%,3.00%,3.00%,1.00%,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,2.00%,2.00%,2%~30,Y,Y,Y
2024/7/1改版,銷售中,新光,美元要保人豁免保險費附約,96A,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,N,Y
2024/4/1,2026/1/1,新光,美尚美外幣利率變動型終身壽險（定期給付型）,RI001,,1,,,躉,主約,5.30%,,,,,,,,,,,,,,,,,,,N,N,N
2024/4/1,2026/1/1,新光,美尚美外幣利率變動型終身壽險（定期給付型）,RIA02,,2,,,,主約,15.50%,,,,,,,,,,,,,,,,,,,N,N,N
2024/1/8,2026/1/1,新光,美添致富外幣利率變動型終身壽險(定期給付型),MVA08,,8,,,,主約,78.00%,0.50%,,,,,,,,,0.50%,,,,,,,,,Y,Y,N
2024/9/13,銷售中,新光,美創富外幣利率變動型終身壽險(定期給付型),TI099,,1,,,躉,主約,5.30%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/9/13,銷售中,新光,美創富外幣利率變動型終身壽險(定期給付型),TIA02,,2,,,,主約,15.50%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/9/13,2025/11/26,新光,美傳家外幣利率變動型終身壽險(定期給付型),TJ099,0~70,1,,,躉,主約,15.50%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/9/13,2025/11/26,新光,美傳家外幣利率變動型終身壽險(定期給付型),TJ099,71~,1,,,躉,主約,13.50%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/9/13,2025/11/26,新光,美傳家外幣利率變動型終身壽險(定期給付型),TJA02,0~70,2,,,,主約,29.50%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/9/13,2025/11/26,新光,美傳家外幣利率變動型終身壽險(定期給付型),TJA02,71~,2,,,,主約,27.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/1,2024/5/1,新光,美滿傳富外幣利率變動型終身壽險（定期給付型）,MWA06, ,6,,,,主約,50.00%,2.00%,1.00%,,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,N
2024/1/1,2024/5/1,新光,美滿傳富外幣利率變動型終身壽險（定期給付型）,MWA10,,10,,,,主約,62.00%,3.00%,2.00%,0.00%,,,,,,,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,N
2024/6/3,2025/6/11,新光,美福人生外幣利率變動型終身壽險（定期給付型）,PLA06,,6,,,,主約,50.00%,0.20%,0.20%,,,,,,,,0.30%,0.30%,,,,,,,,Y,Y,Y
2024/6/3,2025/6/11,新光,美福人生外幣利率變動型終身壽險（定期給付型）,PLA10,,10,,,,主約,70.00%,0.50%,0.50%,0.50%,0.50%,,,,,,0.50%,0.50%,0.50%,0.50%,,,,,,Y,Y,Y
2024/6/3,2025/6/11,新光,美福人生外幣利率變動型終身壽險（定期給付型）,PLA20,,20,,,,主約,90.00%,3.00%,3.00%,3.00%,2.00%,2.00%,0.50%,0.50%,0.50%,0.5%~,2.00%,2.00%,2.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.5%~,Y,Y,Y
2024/4/1,2025/1/1,新光,美樂保外幣利率變動型終身壽險（定期給付型）,RJ001,,1,,,躉,主約,15.50%,,,,,,,,,,,,,,,,,,,N,N,N
2024/4/1,2025/1/1,新光,美樂保外幣利率變動型終身壽險（定期給付型）,RJA02,,2,,,,主約,28.50%,,,,,,,,,,,,,,,,,,,N,N,N
2024/4/1,2025/6/30,新光,美鑫傳富外幣利率變動型終身壽險（定期給付型）,RHA06,,6,,,,主約,50.00%,2.00%,1.00%,,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2024/4/1,2025/6/30,新光,美鑫傳富外幣利率變動型終身壽險（定期給付型）,RHA10,,10,,,,主約,62.00%,3.00%,2.00%,,,,,,,,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,Y
2024/6/12,2025/11/3,新光,美鑽傳家外幣利率變動型終身壽險（定期給付型）,JZA05,,5,,,,主約,55.00%,0.50%,0.30%,0.30%,0.30%,,,,,,0.50%,0.20%,0.20%,0.20%,,,,,,Y,Y,N
2024/6/12,2025/11/3,新光,美鑽傳家外幣利率變動型終身壽險（定期給付型）,JZA06,,6,,,,主約,58.00%,0.50%,0.50%,0.30%,0.30%,0.30%,,,,,0.50%,0.50%,0.20%,0.20%,0.20%,,,,,Y,Y,N
2024/6/12,2025/11/3,新光,美鑽傳家外幣利率變動型終身壽險（定期給付型）,JZA08,,8,,,,主約,78.00%,0.50%,,,,,,,,,0.50%,,,,,,,,,Y,Y,N
2024/9/13,2025/11/26,新光,美鑽傳富外幣利率變動型終身壽險(定期給付型),THA06,,6,,,,主約,52.00%,2.00%,1.00%,,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,N
2024/9/13,2025/11/26,新光,美鑽傳富外幣利率變動型終身壽險(定期給付型),THA10,,10,,,,主約,63.00%,3.00%,2.00%,,,,,,,,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,N
2024/9/1,銷售中,新光,骨力贏傷害暨兒童意外骨折保險附約,5DD01,,1,,,,附約,24.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,Y
2024/8/16,銷售中,新光,添添富貴利率變動型終身壽險（定期給付型）,SEA06,,6,,,,主約,40.00%,,,,,,,,,,0.00%,,,,,,,,,Y,Y,Y
2024/8/16,銷售中,新光,添添富貴利率變動型終身壽險（定期給付型）,SEA10,,10,,,,主約,55.00%,0.50%,0.50%,0.50%,,,,,,,0.50%,0.50%,0.50%,,,,,,,Y,Y,Y
2024/8/16,銷售中,新光,添添富貴利率變動型終身壽險（定期給付型）,SEA20,,20,,,,主約,82.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,Y,Y,Y
2024/7/1改版,銷售中,新光,超安心一年期手術健康保險附約,I3D01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,N,Y
2024/7/1改版,銷售中,新光,傷害住院日額保險附約,R1D01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,N,Y
2024/7/1改版,銷售中,新光,意外傷害失能保險附約,T1201,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,,Y
2024/7/1改版,銷售中,新光,意外傷害喪失工作能力保險附約,T1101,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,,Y
2024/7/1改版,銷售中,新光,意保心安一年期傷害保險附約,M3D01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,跟主約,跟主約,跟主約
2024/7/1改版,銷售中,新光,新一年期防癌健康保險附約,C2D01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,N,Y
2024/7/1改版,銷售中,新光,新一年期防癌健康保險附約,C2E01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,,Y
2024/7/1改版,銷售中,新光,新一年期防癌健康保險附約,C2F01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,,Y
2024/9/1,2025/7/1,新光,新力智選變額年金保險 ,PQ099,,1,,,躉,投資型,3.00%,,,,,,,,,,,,,,,,,,,N,N,N
2024/1/1改版,2025/7/1,新光,新大贏家外幣變額年金保險,KZ999,,1,,,彈性繳,投資型,7.00%,5.00%,4.00%,3.00%,2.00%,1.00%,,,,,0.00%,,,,,,,,,N,N,N
2024/1/1改版,2025/7/1,新光,新大贏家外幣變額萬能壽險,KX900,,1,,,彈性繳,投資型,7.00%,5.00%,4.00%,3.00%,2.00%,1.00%,,,,,0.00%,,,,,,,,,N,N,N
2024/1/1改版,2025/7/1,新光,新大贏家變額年金保險,KY999,,1,,,彈性繳,投資型,7.00%,5.00%,4.00%,3.00%,2.00%,1.00%,,,,,0.00%,,,,,,,,,N,N,N
2024/1/1改版,2025/7/1,新光,新大贏家變額萬能壽險,KW900,,1,,,彈性繳,投資型,7.00%,5.00%,4.00%,3.00%,2.00%,1.00%,,,,,0.00%,,,,,,,,,N,N,N
2024/9/1,銷售中,新光,新好平安傷害醫療保險金附加條款 ,L6D01,,1,,,,附約,32.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,N
2024/1/1改版,2025/7/1,新光,新完美贏家外幣變額年金保險,UZ999,,1,,,彈性繳,投資型,6.30%,1.00%,1.00%,1.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/1改版,2025/7/1,新光,新完美贏家外幣變額萬能壽險,UV900,,1,,,彈性繳,投資型,6.30%,1.00%,1.00%,1.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/1改版,2025/7/1,新光,新完美贏家變額年金保險,UY999,,1,,,彈性繳,投資型,6.30%,1.00%,1.00%,1.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/1改版,2025/7/1,新光,新完美贏家變額萬能壽險,UU900,,1,,,彈性繳,投資型,6.30%,1.00%,1.00%,1.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/24,2025/6/30,新光,新佳倍利率變動型終身壽險（定期給付型）,PHA02,0~75,2,,,,主約,20.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/24,2025/6/30,新光,新佳倍利率變動型終身壽險（定期給付型）,PHA02,76~,2,,,,主約,16.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/24,2025/6/30,新光,新佳倍利率變動型終身壽險（定期給付型）信用卡,PI001,,1,,,躉,主約,8.70%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/24,2025/6/30,新光,新佳倍利率變動型終身壽險（定期給付型）匯款、轉帳,PH001,,1,,,躉,主約,10.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/9/1,銷售中,新光,新呵護安心住院醫療健康保險附約,U5D01,,1,,,,附約,32.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/9/1,銷售中,新光,新呵護安心住院醫療健康保險附約,U5E01,,1,,,,附約,32.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/9/1,銷售中,新光,新呵護安心住院醫療健康保險附約,U5F01,,1,,,,附約,32.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/1/1改版,2025/7/1,新光,新威利贏家外幣變額年金保險,KI999,0~70,1,,,彈性繳,投資型,6.8%/6.0%,5.00%,3.00%,1.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/1改版,2025/7/1,新光,新威利贏家外幣變額萬能壽險,KK900,0~70,1,,,彈性繳,投資型,6.8%/6.0%,5.00%,3.00%,1.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/1改版,2025/7/1,新光,新威利贏家變額年金保險,KH999,0~70,1,,,彈性繳,投資型,6.8%/6.0%,5.00%,3.00%,1.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/1改版,2025/7/1,新光,新威利贏家變額萬能壽險,KJ900,0~70,1,,,彈性繳,投資型,6.8%/6.0%,5.00%,3.00%,1.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2024/7/1改版,銷售中,新光,新要保人豁免保險費附約,94A20,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,N,Y
2024/9/1,2025/7/1,新光,新鑫智選變額年金保險,PS099,,1,,,躉,投資型,5.40%,,,,,,,,,,,,,,,,,,,N,N,N
2024/5/1,銷售中,新光,誠新誠意終身保險,NFA10,,10,,,,主約,53.00%,2.00%,1.00%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,Y,Y,N
2024/5/1,銷售中,新光,誠新誠意終身保險,NFA15,,15,,,,主約,67.00%,2.00%,1.00%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,Y,Y,N
2024/5/1,銷售中,新光,誠新誠意終身保險,NFA20,,20,,,,主約,80.00%,2.00%,2.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,Y,Y,N
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKG10,,10,,,,主約,40.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKG15,,15,,,,主約,55.00%,2.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.5%~,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKG20,,20,,,,主約,75.00%,3.00%,3.00%,3.00%,3.00%,3.00%,2.00%,2.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKH10,,10,,,,主約,40.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKH15,,15,,,,主約,55.00%,2.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.5%~,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKH20,,20,,,,主約,75.00%,3.00%,3.00%,3.00%,3.00%,3.00%,2.00%,2.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKI10,,10,,,,主約,40.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKI15,,15,,,,主約,55.00%,2.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.5%~,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKI20,,20,,,,主約,75.00%,3.00%,3.00%,3.00%,3.00%,3.00%,2.00%,2.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKJ10,,10,,,,主約,40.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKJ15,,15,,,,主約,55.00%,2.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.5%~,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKJ20,,20,,,,主約,75.00%,3.00%,3.00%,3.00%,3.00%,3.00%,2.00%,2.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKK10,,10,,,,主約,40.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKK15,,15,,,,主約,55.00%,2.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.5%~,Y,Y,Y
2024/12/25,2025/10/1,新光,實全實美醫療終身健康保險,RKK20,,20,,,,主約,75.00%,3.00%,3.00%,3.00%,3.00%,3.00%,2.00%,2.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/7/1改版,銷售中,新光,豪美美元要保人豁免保險費附約,98A,,2~4,,,,附約,16.00%,3.00%,3.00%,3.00%,,,,,,,,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,豪美美元要保人豁免保險費附約,98A,,5~20,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,Y,Y,Y
2024/1/24,銷售中,新光,豐利旺終身還本保險,MXA06,0~64,6,,,,主約,14.00%,0.50%,0.50%,,,,,,,,0.50%,0.50%,,,,,,,,Y,Y,N
2024/1/24,銷售中,新光,豐利旺終身還本保險,MXA06,65~,6,,,,主約,13.00%,0.50%,0.50%,,,,,,,,0.50%,0.50%,,,,,,,,Y,Y,N
2024/1/1,2025/7/1,新光,豐利贏家外幣變額年金保險,NV999,,1,,,彈性繳,投資型,6%/4.5%,3.00%,1.50%,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/1,2025/7/1,新光,豐利贏家外幣變額萬能壽險,NT900,,1,,,彈性繳,投資型,6%/4.5%,3.00%,1.50%,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/1,2025/7/1,新光,豐利贏家變額年金保險,NU999,,1,,,彈性繳,投資型,6%/4.5%,3.00%,1.50%,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/1,2025/7/1,新光,豐利贏家變額萬能壽險,NS900,,1,,,彈性繳,投資型,6%/4.5%,3.00%,1.50%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2024/7/1改版,銷售中,新光,醫卡順心一年期重大傷病健康保險附約,M4D01,,1,,,,附約,37.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,N
2024/11/27,銷售中,新光,醫材寶一年期健康保險附約,M9D01,,1,,,,附約,24.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/7/1改版,銷售中,新光,醫起元氣醫療終身健康保險,JXA10,,10,,,,主約,45.00%,2.00%,1.00%,0.00%,,,,,,,0.50%,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,醫起元氣醫療終身健康保險,JXA15,,15,,,,主約,50.00%,2.00%,2.00%,0.50%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,醫起元氣醫療終身健康保險,JXA20,,20,,,,主約,70.00%,2.00%,2.00%,1.00%,1.00%,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/4/8,2024/5/15,新光,穩萬利外幣投資連結型年金保險,CW011,,1,,,躉,主約,3.30%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/3/20,銷售中,新光,鑫好傳家利率變動型終身壽險（定期給付型）,NXA06,,6,,,,主約,47.00%,1.00%,1.00%,0.50%,0.50%,0.50%,,,,,1.00%,1.00%,0.50%,0.50%,0.50%,,,,,Y,Y,N
2024/3/20,銷售中,新光,鑫好傳家利率變動型終身壽險（定期給付型）,NXA10,,10,,,,主約,66.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,Y,Y,N
2024/3/20,銷售中,新光,鑫好傳家利率變動型終身壽險（定期給付型）,NXA20,,20,,,,主約,86.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,Y,Y,N
2024/7/1改版,銷售中,新光,鑫安豁免保險費附約,95A20,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,N,Y
2024/6/3,銷售中,新光,鑫添傳家利率變動型終身壽險（定期給付型）,NWA06,,6,,,,主約,32.00%,1.00%,1.00%,0.50%,0.50%,0.50%,,,,,1.00%,1.00%,0.50%,0.50%,0.50%,,,,,Y,Y,N
2023/4/7,2024/1/1,新光,Go 健康終身健康保險,JYA10,,10,,,,主約,45.00%,2.00%,1.00%,0.00%,0.00%,,,,,,0.50%,,,,,,,,,Y,Y,Y
2023/4/7,2024/1/1,新光,Go 健康終身健康保險,JYA15,,15,,,,主約,50.00%,2.00%,2.00%,0.50%,0.00%,,,,,,1.00%,,,,,,,,,Y,Y,Y
2023/4/7,2024/1/1,新光,Go 健康終身健康保險,JYA20,,20,,,,主約,70.00%,2.00%,2.00%,1.00%,1.00%,,,,,,1.00%,,,,,,,,,Y,Y,Y
2023/7/21,銷售中,新光,GO平安終身傷害保險,WDA06,,6,,,,主約,30.00%,14.00%,14.00%,14.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2023/7/21,銷售中,新光,GO平安終身傷害保險,WDA20,,20,,,,主約,50.00%,17.00%,17.00%,17.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~20,Y,Y,Y
2023/8/1,2023/8/11,新光,Go普惠定期保險,WEA10,0~40,10,,,,主約,55.00%,13.00%,13.00%,13.00%,13.00%,13.00%,13%~10年,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,N,N,Y
2023/8/1,2023/8/11,新光,Go普惠定期保險,WEA10,41~50,10,,,,主約,46.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9%~10年,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,N,N,Y
2023/8/1,2023/8/11,新光,Go普惠定期保險,WEA10,51~60,10,,,,主約,36.00%,7.00%,7.00%,7.00%,7.00%,7.00%,7%~10年,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,N,N,Y
2023/8/1,2023/8/11,新光,Go普惠定期保險,WEA10,61~65,10,,,,主約,17.00%,4.00%,4.00%,4.00%,4.00%,4.00%,4%~10年,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,N,N,Y
2023/5/5,2023/7/1,新光,大贏家外幣變額年金保險,KZ999,,1,,,彈性繳,投資型,7.00%,5.00%,4.00%,3.00%,,,,,,,X,,,,,,,,,N,N,N
2023/5/5,2023/7/1,新光,大贏家外幣變額萬能壽險,KX900,,1,,,彈性繳,投資型,7.00%,5.00%,4.00%,3.00%,,,,,,,X,,,,,,,,,N,N,N
2023/5/5,2023/7/1,新光,大贏家變額年金保險,KY999,,1,,,彈性繳,投資型,7.00%,5.00%,4.00%,3.00%,,,,,,,X,,,,,,,,,N,N,N
2023/5/5,2023/7/1,新光,大贏家變額萬能壽險,KW900,,1,,,彈性繳,投資型,7.00%,5.00%,4.00%,3.00%,,,,,,,X,,,,,,,,,N,N,N
2023/12/8,銷售中,新光,永康傳家利率變動型終身壽險（定期給付型）,NLA06,,6,,,,主約,40.00%,0.50%,0.50%,0.50%,0.50%,0.50%,,,,,1.00%,1.00%,0.50%,0.50%,0.50%,,,,,Y,Y,Y
2023/3/1,2024/5/1,新光,守護滿分定期健康保險附約_版數3,W5A,0~75,0~75,,,75滿,附約,55.00%,4.00%,4.00%,,,,,,,,1.00%,1.00%,,,,,,,,N,N,N
2023/3/1,2024/5/1,新光,守護滿分定期健康保險附約_版數3,W5A10,,10,,,,附約,55.00%,4.00%,4.00%,,,,,,,,1.00%,1.00%,,,,,,,,N,N,N
2023/1/1改版,2023/7/1,新光,完美贏家外幣變額年金保險,UZ999,,1,,,躉,投資型,6.30%,1.00%,1.00%,1.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2023/1/1改版,2023/7/1,新光,完美贏家外幣變額萬能壽險,UV900,,1,,,躉,主約,6.30%,1.00%,1.00%,1.00%,,,,,,,X,,,,,,,,,N,N,N
2023/1/1改版,2023/7/1,新光,完美贏家變額年金保險,UY999,,1,,,躉,投資型,6.30%,1.00%,1.00%,1.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2023/1/1改版,2023/7/1,新光,完美贏家變額萬能壽險,UU900,,1,,,躉,主約,6.30%,1.00%,1.00%,1.00%,,,,,,,X,,,,,,,,,N,N,N
2023/10/25,2026/1/1,新光,尚好佳利率變動型終身壽險（定期給付型）,LP001,,1,,,躉,主約,4.70%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
